region,city,address,installplace,int_cards_support,sbercart,american_express,for_organizations,accepts_money,prints_onepass,access,comments,bank_code,bank_name,org_id,org_name,phone
г. Москва,г. Москва,"бул. Новочеркасский,46,стр. 1","Сбербанк России, Филиал № 7977/1513",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Марьино,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый, 14, к. 3","Сбербанк России, Филиал № 7978/1308",да,да,да,да,да,да,24 часа,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(499)7256653
г. Москва,г. Москва,"бул. Ореховый, 14, к. 3","ТЦ ""Домодедовский""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый, 14, к. 3","ТЦ ""Домодедовский""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый, 22а","Сбербанк России, Филиал № 7978/1749",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(499)7827458
г. Москва,г. Москва,"бул. Ореховый, 31","универсам ""Копейка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый, 71",магазин Магнолия,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый,14,к. 3",ТЦ Домодедовский 3 этаж,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый,15","ТЦ ""Галерея Водолей"" 1 этаж",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый,15","ТЦ ""Галерея Водолей"" 2 этаж",да,нет,да,да,да,да,в режиме работы организации,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый,15","ТЦ ""Галерея Водолей"" 3 этаж",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый,53,к. 2","универсам ""Доброном""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Красногвардейская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый,53,к. 2","универсам ""Доброном""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Красногвардейская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Ореховый,вл. 24","ТЦ ""ТУК-ТУК"" вход в ""Перекресток""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Красногвардейская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Осенний, 12, к. 1","супермаркет ""Перекрёсток""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Крылатское,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Осенний, 15","Сбербанк России, Филиал № 5278/1477",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Крылатское,99,Сбербанк России,5278,Киевское ОСБ,(495)4130364
г. Москва,г. Москва,"бул. Осенний, 7",маг. Копейка,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Крылатское,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"бул. Осенний,15","Сбербанк России, Филиал № 5278/1477",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,5278,Киевское ОСБ,(495)4130364
г. Москва,г. Москва,"бул. Петровский, 8",Росздравнадзор,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
